,Precision,Recall,Accuracy,Dice,IoU
0,0.5246500940045958,0.5186370676303562,0.10010762117346939,0.5216262526610935,0.3528378758078112
1,0.6496950592749948,0.8623010459299681,0.18895487882653061,0.7410504924183211,0.5886260632023343
2,0.4099941422971207,0.8652529478889311,0.18134167729591838,0.5563606346877006,0.38538754764930117
3,0.7647836765539392,0.8470982142857143,0.2420280612244898,0.803839152738706,0.672015937136849
4,0.4071337579617834,0.9424639580602884,0.2866310586734694,0.5686270633587032,0.39725989558876335
5,0.4191382569584773,0.6571954210956664,0.12814891581632654,0.5118407960199005,0.34394223054292594
6,0.3542058140820161,0.6386010362694301,0.12773038903061223,0.4556701030927835,0.29506008010680906
7,0.6111732805371438,0.7469752761704366,0.14150191326530612,0.6722848215131143,0.5063471687348452
8,0.31882128176923524,0.4728662201614288,0.10975366709183673,0.3808568761022165,0.23522125405774816
9,0.317254520998356,0.8258924229160588,0.16922433035714285,0.45841544068025375,0.297366393500035
10,0.4081310723120496,0.7650023519924736,0.22688137755102042,0.5322859681114696,0.36266326855686526
11,0.29365816730325867,0.7694527094040213,0.1700813137755102,0.42508467822275353,0.26990954519577454
12,0.2679166928836595,0.4165525337507337,0.08486128826530612,0.32609611334482097,0.1948117307956261
13,0.11698262966694142,0.3876188549463888,0.07637117346938775,0.179724691039561,0.0987348947463348
14,0.42140995003258747,0.7714257307615828,0.1546356823979592,0.5450649806814191,0.37463183815363815
15,0.4265115026774763,0.993103928670939,0.28413982780612246,0.5967394261557458,0.4252520431903597
16,0.31167454752975704,0.3969885773624091,0.07619180484693877,0.3491962002192181,0.2115310131134842
17,0.4052715372368654,0.5103586544887503,0.09131855867346939,0.45178465785841054,0.29180996051458413
18,0.3353288022685331,0.7731423827314239,0.14847735969387754,0.4677738360593979,0.30529033315575954
19,0.34089086534956625,0.8845171663671616,0.18638392857142858,0.4921198726550372,0.32636538125981507
20,0.3389187924175053,0.6695330559408229,0.14431202168367346,0.4500310752019888,0.2903484502185332
21,0.29405785770132914,0.7074868322046651,0.14991230867346939,0.4154423947862587,0.2621819449285465
22,0.15595123234803965,0.3165672571886406,0.07087053571428571,0.20896136330248274,0.11667049443879392
23,0.4402313624678663,0.6809897271622667,0.12286750637755102,0.5347616775816455,0.364965664219749
24,0.34964687706907965,0.5982817220543807,0.12629544005102042,0.44135673492129823,0.2831672550158631
25,0.4408590467912502,0.9622924901185771,0.24260602678571427,0.6046892851820576,0.43337249457082844
26,0.27003232391970056,0.7391152502910361,0.12653459821428573,0.39555167902311383,0.2465343843435716
27,0.5461720599842147,0.8972031857751436,0.19308035714285715,0.6790019624334175,0.5140067911714771
28,0.3520790540165436,0.6507285040016417,0.12639508928571427,0.4569328866313628,0.2961199047485642
29,0.2992946353458875,0.44148529973272244,0.09217554209183673,0.35674341470939874,0.21709538114907997
30,0.04784336817311939,0.07414166761720087,0.012954400510204082,0.05815774169015345,0.029949776528590516
31,0.8581454987177757,0.6597488845076268,0.1267139668367347,0.7459814619265517,0.594872754491018
32,0.12462442847811887,0.19804857795308284,0.03802614795918367,0.15298268120590122,0.08282687966660879
33,0.5436329717404823,0.7398909159300358,0.15680803571428573,0.6267574779941849,0.4564069841638146
34,0.03435678872749413,0.08266192319765617,0.015744579081632654,0.048539215385088014,0.02487327225213312
35,0.44249828279854775,0.7698019801980198,0.1797472895408163,0.5619664776621597,0.39078816239871744
36,0.3272501288386334,0.9036497572409175,0.21514269770408162,0.4804931787327799,0.31621653289589313
37,0.6812777284826974,0.41791857173960373,0.07651068239795919,0.5180487146616287,0.3495720269531961
38,0.2433259975121998,0.49121112613482715,0.10136320153061225,0.325441515229076,0.19434466946885748
39,0.4609926574414007,0.9311229946524064,0.2602638711734694,0.616674143508134,0.44579094695159416
40,0.39367676627608683,0.8522326454033771,0.2263233418367347,0.5385691589006664,0.3685218237871167
41,0.3562680917390336,0.8113590263691683,0.15943877551020408,0.49512610242921246,0.329015011309891
42,0.5429926692539888,0.6592670157068062,0.12547831632653061,0.5955072121068811,0.4240016162704559
43,0.48931634776429983,0.8834417667002658,0.1921436543367347,0.629801411026914,0.459642431466031
44,0.5088775432446849,0.641683482271548,0.13309151785714285,0.5676158096047599,0.3962734393543793
45,0.1933806146572104,0.5836187214611872,0.08151307397959184,0.29050358690247885,0.1699351836463354
46,0.4152634861241035,0.5564608795570877,0.10616629464285714,0.47560376768894247,0.31199484596462457
47,0.4933153013910355,0.9580519285607084,0.2544443558673469,0.6512778656328113,0.48288513181285225
48,0.436473038648461,0.7345666991236611,0.15035076530612246,0.5475792988313857,0.37701149425287356
49,0.49663702433079043,0.8451375019204179,0.21926817602040816,0.6256290694037702,0.45521122098556
50,0.2266260162601626,0.5661047928513404,0.11110889668367346,0.3236762656758012,0.19308696706265369
51,0.21409346709077562,0.3211009174311927,0.05231584821428571,0.2568995889606577,0.14738083207006905
52,0.5036110343738901,0.9677688457454876,0.2543247767857143,0.662478909798832,0.4953035242974693
53,0.309223558969899,0.7436672089240065,0.12755102040816327,0.4368153431389278,0.279439374754399
54,0.6681181959564542,0.844893142782221,0.25685586734693877,0.74617878647522,0.5951237532323606
55,0.46243336222064657,0.9927834470316288,0.35094467474489793,0.630966031245521,0.46088413118015026
56,0.48890339425587465,0.9248816628935995,0.26869419642857145,0.6396697743932817,0.4702312441142618
57,0.5592626728110599,0.5616438356164384,0.12093431122448979,0.5604507250392537,0.38932375208520464
58,0.4562754870865428,0.8836778471138845,0.18062420280612246,0.6018128091902122,0.430423632218845
59,0.9324176111140127,0.41506056308557876,0.35580755739795916,0.5744208494208494,0.40293858758209766
60,0.5066404836959331,0.8994495412844037,0.1953922193877551,0.6481769197712473,0.4794835428180173
61,0.31118519909842224,0.6858828399917202,0.1320750956632653,0.4281284320692551,0.27236858328880853
62,0.1509628933771724,0.3070016238418187,0.06405452806122448,0.20239931987782991,0.11259414958836925
63,0.2642414082145851,0.8152477500775835,0.1570671237244898,0.3991188088726831,0.249311948372402
64,0.5005156765676567,0.9991764463660696,0.1934390943877551,0.6669415240843812,0.5003092783505154
65,0.0,0.0,0.0,0.0,0.0
66,0.2809239940387481,0.5808191038644241,0.0901626275510204,0.3786883187544469,0.23356910527130983
67,0.532140434192673,0.7116933197232619,0.1250597895408163,0.6089572516861566,0.4377703362634296
68,0.42193136143460785,0.8220058227085634,0.16318558673469388,0.5576327169952668,0.3866093772132773
69,0.5874001774622892,0.4689713799943327,0.06596779336734694,0.5215473095406917,0.3527656399872109
70,0.3170500265694982,0.763249269005848,0.16647401147959184,0.4480021453472781,0.2886615751460068
71,0.0037606355474075117,0.009306654257794323,0.0015943877551020409,0.005356724363051994,0.0026855550706636677
72,0.32537696111348513,0.9762798791098086,0.21245216836734693,0.4880840640095236,0.3228248690227431
73,0.34985232633961105,0.8091731724627396,0.18178013392857142,0.48849851377768255,0.32318758415420595
74,0.45560863630723414,0.9378072919992337,0.2927096619897959,0.6132743178069607,0.44224631135200243
75,0.2793216907112124,0.5354162623714341,0.10997289540816327,0.3671201889491367,0.22482989039644705
76,0.3810650887573965,0.5312182741116751,0.08342633928571429,0.4437847866419295,0.28516928946113496
77,0.0,0.0,0.0,0.0,0.0
78,0.3310016940816438,0.6598039215686274,0.12071508290816327,0.440845736744423,0.28274670899075716
79,0.38092972181551976,0.9288646911817208,0.20740991709183673,0.540286574602845,0.3701319486431696
80,0.01825631686774414,0.0410230179028133,0.00799186862244898,0.025267800882167613,0.012795558250103705
81,0.3841136921776239,0.797742474916388,0.19015066964285715,0.5185466996385771,0.3500256805341551
82,0.36840415971241497,0.6233977840538779,0.11437739158163265,0.4631213686249193,0.3013389341034392
83,0.3773169564523848,0.9123659646686724,0.23571029974489796,0.5338539315699197,0.3641205627905545
84,0.3848987108655617,0.8185899885364921,0.17077885841836735,0.523601478720479,0.35464779405678337
85,0.33549871932885406,0.8316157526683843,0.18012595663265307,0.4781125188457164,0.31415760019465394
86,0.276332899869961,0.5639596602972399,0.12705277423469388,0.37091988130563797,0.22768670309653916
87,0.2595252343905845,0.4253950953678474,0.07778619260204081,0.3223754852564632,0.1921618827236473
88,0.5074525390931437,0.8374762644571034,0.19337930484693877,0.6319731657276842,0.46195962673776425
89,0.3159619080901625,0.7028471479933923,0.14415258290816327,0.43594611698761415,0.27872832369942196
90,0.044149720011788976,0.08303769401330377,0.014927455357142858,0.05764864344814316,0.02967982247582818
91,0.4308501252779052,0.9314869916838331,0.2433235012755102,0.5891805810249976,0.4176158713870361
92,0.2324132599699877,0.5788221970554926,0.10186144770408163,0.331656987119172,0.19879424348502528
93,0.19839012285904498,0.4324538258575198,0.06533003826530612,0.271999336182218,0.15740696278511404
94,0.26629807883536855,0.9962797619047619,0.13343032525510204,0.42026301748218825,0.26603353731224666
95,0.24655683176550075,0.40770024063251975,0.09454719387755102,0.3072837387051851,0.18153292771591475
96,0.20827833621010594,0.971121982010415,0.12264827806122448,0.34299409207446213,0.20699630003363606
97,0.3008328546812177,0.9844153810008615,0.25051817602040816,0.46083625098528036,0.299406902793988
98,0.4993983152827918,0.7041493135893876,0.09097975127551021,0.5843573988735279,0.41278596618139074
99,0.9825021053616544,0.8588957055214724,0.8370535714285714,0.916550279329609,0.8459555269094424
100,0.007245886097379291,0.011343157002014206,0.0021324936224489796,0.008842975206611571,0.004441123977918898
101,0.09346944685780481,0.18101514301738642,0.025729432397959183,0.12328113063407181,0.06568971658271001
102,0.4520262798412802,0.8480595557725165,0.13849250637755103,0.5897229176390716,0.41816103020820794
103,0.39297562382806867,0.5363188976377953,0.10859773596938775,0.4535919420627653,0.2933196963987727
104,0.36924707307226484,0.6710381511371973,0.14582669005102042,0.4763671875,0.3126522240738367
105,0.13476695533716065,0.3294089665834225,0.05520567602040816,0.1912785277768187,0.10575344557706258
106,0.5581755750706494,0.9720590569931735,0.3660913584183674,0.7091456588039995,0.5493614857792266
107,0.17748597497071697,0.37886564021581787,0.05737802933673469,0.2417296389588581,0.13748149563058115
108,0.4399096717338621,0.8279686933084538,0.318359375,0.5745526481431525,0.40306830511468295
109,0.40662875710804225,0.9930957860487263,0.24940210459183673,0.5770011066027296,0.40548247035188906
110,0.3499973064698594,0.6263979946008484,0.1294842155612245,0.4490755140832901,0.2895534361351279
111,0.34308654365783986,0.8365963855421686,0.17713647959183673,0.4866137421297564,0.32153968598509514
112,0.21604380148683947,0.6912568306010929,0.08571827168367346,0.32920015308075007,0.1970314718951853
113,0.46792638944545484,0.9796076406814662,0.30253507653061223,0.6333312472620314,0.46341240040296733
114,0.306062149770759,0.785154208050183,0.1796077806122449,0.44043691811450775,0.2824104540753972
115,0.35972766965144676,0.7973427376363488,0.1937579719387755,0.4957801065809939,0.3295928399498254
116,0.3031596150354095,0.6423624470950365,0.13309151785714285,0.4119170984455959,0.25938009787928223
117,0.35769176370751027,0.5548891976888759,0.1512077487244898,0.43498452012383904,0.27794263105835804
118,0.47981809535132564,0.9696077842513063,0.3217275191326531,0.6419581253852424,0.4727086383601757
119,0.49910002571355105,0.9180777599091855,0.1934191645408163,0.646655117270789,0.4778199005465019
120,0.42823511543134873,0.9415595257972951,0.2247688137755102,0.5887143080858172,0.41714750702766684
121,0.46881878209831257,0.9754622038785549,0.34384964923469385,0.6332770518279254,0.4633543708876057
122,0.3404548587181254,0.7786339754816112,0.08860809948979592,0.47375992327774524,0.3104098303428053
123,0.3182094116059986,1.0,0.2820671237244898,0.48279038035135596,0.3182094116059986
124,0.4115009884213499,0.9634680552111745,0.23232222576530612,0.5766937937517006,0.4051790059089329
125,0.4685651092065247,0.7860124292737223,0.1688855229591837,0.5871267234809118,0.4155551196547666
126,0.3906753320146934,0.6442083682788183,0.1377750318877551,0.48638570322943786,0.3213405847627016
127,0.4986928521328827,0.6890141837723549,0.15587133290816327,0.5786047199822446,0.4070681309530006
128,0.5108414332547305,0.8667056986729118,0.17701690051020408,0.6428080332911164,0.47363088572495066
129,0.28490359406630605,0.859961935289993,0.17109773596938777,0.428008774553794,0.2722717325806349
130,0.48205475476443843,0.5368455074337427,0.09931042729591837,0.5079769611091289,0.3404618748291883
131,0.48308668076109934,0.5339919269173571,0.10018734056122448,0.5072653884964682,0.3398228892043534
132,0.551371314403342,0.808289695571137,0.18150111607142858,0.6555571551972358,0.487605075761632
133,0.28303897685749085,0.7666769770079389,0.1481983418367347,0.4134441633538128,0.2605922551252847
134,0.6979638009049773,0.6851749028317601,0.1229671556122449,0.691510226954329,0.5284796573875803
