,Precision,Recall,Accuracy,Dice,IoU
356,0.0,0.0,0.0,0.0,0.0
357,0.0,0.0,0.0,0.0,0.0
358,0.0,0.0,0.0,0.0,0.0
359,0.0,0.0,0.0,0.0,0.0
360,0.0,0.0,0.0,0.0,0.0
361,0.22093770070648683,0.02760391590434922,0.01371173469387755,0.049076253655752904,0.025155393053016454
362,0.0020191822311963654,0.0013248793413456988,0.0005580357142857143,0.0015999542870203708,0.000800617619306322
363,0.009861048857014791,0.005288885327349948,0.0026307397959183672,0.006885040684331317,0.003454412226525699
364,0.0008322929671244278,0.0003911024199462234,0.00015943877551020407,0.0005321448764426115,0.00026614325160517646
365,0.11871799734496491,0.02629147417051659,0.012476084183673469,0.04304920400233814,0.02199810240011245
366,0.0,0.0,0.0,0.0,0.0
367,0.02778335676508,0.027443459859806903,0.008270886479591837,0.02761236235403706,0.01399946026177304
368,0.004967801287948482,0.0015249929398475008,0.0005381058673469387,0.00233362143474503,0.001168173755029637
369,0.003257328990228013,0.0006038647342995169,0.00015943877551020407,0.0010188487009679063,0.0005096839959225281
370,0.0,0.0,0.0,0.0,0.0
371,0.017042520227233602,0.020741671904462602,0.003946109693877551,0.018711018711018712,0.00944386149003148
372,0.26905611417450537,0.05490105235290224,0.03306361607142857,0.09119393139841689,0.04777537796976242
373,0.0,0.0,0.0,0.0,0.0
374,0.1028835526976791,0.04336043360433604,0.02040816326530612,0.061008668712204714,0.031464126593946845
375,0.07541478129713423,0.008894818768067601,0.003985969387755102,0.015912797867685086,0.0080202109315475
376,0.0,0.0,0.0,0.0,0.0
377,0.022673434856175973,0.01063098323372296,0.0040058992346938774,0.014475010802246868,0.00729026876065431
378,0.08674254075669025,0.013081597624901424,0.005620216836734694,0.02273460174137375,0.011498002120198973
379,0.05449251247920133,0.016740144399718868,0.005221619897959184,0.025612200009775647,0.012972223597563995
380,0.04077343421605717,0.0028654141557367366,0.0019331951530612245,0.005354530650547873,0.0026844523163779264
381,0.0,0.0,0.0,0.0,0.0
382,0.002466091245376079,0.00021284143313231643,0.00011957908163265306,0.00039186232570290305,0.0001959695593951073
383,0.12303290414878398,0.07850296668188042,0.034279336734693876,0.09584842574533296,0.05033655253146035
384,0.06556592486240727,0.015302987992180954,0.00546077806122449,0.02481434522731389,0.012563044475011463
385,0.30924263895449533,0.0786512354331024,0.039142219387755105,0.1254070621288551,0.06689829007425574
386,0.11917098445595854,0.021942576776303836,0.009626116071428572,0.037061193170918855,0.018880462825424126
387,0.021299509393322962,0.008637003251006841,0.003547512755102041,0.012290271352620313,0.006183131860497429
388,0.012412723041117145,0.00431649130920723,0.002232142857142857,0.006405490420360309,0.0032130357450226633
389,0.010039040713887339,0.001447352550958871,0.0007174744897959184,0.002529955374398257,0.0012665798824895332
390,0.0,0.0,0.0,0.0,0.0
391,0.0,0.0,0.0,0.0,0.0
392,0.05765993265993266,0.00942001581462509,0.00546077806122449,0.016194331983805668,0.00816326530612245
393,0.2041156484390025,0.2981412987499415,0.12691326530612246,0.24232737789447648,0.13786832362683757
394,0.1610217694813589,0.10602294780565864,0.06206154336734694,0.1278587559022788,0.0682954645144311
395,0.03137918075911311,0.006381108860952963,0.00332828443877551,0.010605531387927476,0.005331034923067101
396,0.014154941515511103,0.011003492126243658,0.00332828443877551,0.012381835032437442,0.006229483736198149
397,0.0,0.0,0.0,0.0,0.0
398,0.017017521744611117,0.005242107715605949,0.002690529336734694,0.008015199192542895,0.004023725075258561
399,0.00022431583669807088,3.099429704934292e-05,1.992984693877551e-05,5.446326452807581e-05,2.723237384602816e-05
400,0.029753471238311135,0.009746136353088597,0.004185267857142857,0.014682747771368642,0.007395668251452721
401,0.15421979356405585,0.15107485767694792,0.07087053571428571,0.15263112713537644,0.08262081784386617
402,0.030628913694527634,0.011424799431298873,0.00448421556122449,0.01664201183431953,0.008390826030206973
403,0.13322091062394603,0.017039082046415324,0.007872289540816327,0.030213791257123188,0.015338614476545512
404,0.7606466876971609,0.07353333587466168,0.03844467474489796,0.13410267996802114,0.07187034277198212
405,0.06150863588297498,0.016576422532535384,0.006955516581632653,0.02611493564800958,0.013230221009136055
406,0.21830985915492956,0.042320819112627986,0.016063456632653062,0.07089765580331618,0.036751630112625965
407,0.0,0.0,0.0,0.0,0.0
408,0.4502525028794188,0.216034687978235,0.10128348214285714,0.291976674039815,0.17094419590299034
409,0.043665905052043666,0.0073879987973025215,0.0034279336734693877,0.012637766348273329,0.006359065365276546
410,0.0,0.0,0.0,0.0,0.0
411,0.02157164869029276,0.014758352254297762,0.003627232142857143,0.01752612066059993,0.00884053043182591
412,0.2779827798277983,0.041225829989055086,0.018016581632653062,0.07180301826846704,0.037238424781677375
413,0.0,0.0,0.0,0.0,0.0
414,0.022298958211401147,0.01922688736374647,0.00759327168367347,0.020649287301501274,0.010432353988116426
415,0.12860101675767274,0.03403428343631652,0.013612085459183673,0.05382402773946964,0.02765630061548429
416,0.0934199837530463,0.010965609306464941,0.006875797193877551,0.01962736452851657,0.009910945130709566
417,0.3898934452696158,0.1965252064938764,0.09626116071428571,0.2613282835114297,0.15030340749961102
418,0.0,0.0,0.0,0.0,0.0
419,0.0,0.0,0.0,0.0,0.0
420,0.13498920086393087,0.12229660144181256,0.04733338647959184,0.12832982114875452,0.0685643349981235
421,0.1233059616796849,0.08524484238704019,0.036810427295918366,0.1008022703705725,0.05307623782292595
422,0.03446808510638298,0.007899356348741955,0.0032286352040816328,0.012853062519834974,0.006468098698394953
423,0.0,0.0,0.0,0.0,0.0
424,0.12277972254635032,0.03310494301894707,0.01887356505102041,0.05214901291335114,0.02677258848806966
425,0.0,0.0,0.0,0.0,0.0
426,0.0,0.0,0.0,0.0,0.0
427,0.0,0.0,0.0,0.0,0.0
428,0.07058388765705839,0.0061762328213419565,0.0038066007653061226,0.011358567987868336,0.005711722488038277
429,0.24598930481283424,0.03243205132724645,0.01833545918367347,0.057308375120690196,0.029499470933401738
430,0.553746106344609,0.4714777591662014,0.20194913903061223,0.5093111507627353,0.34166160900937353
431,0.0,0.0,0.0,0.0,0.0
432,0.008000587199060482,0.00471167977868073,0.0021723533163265306,0.0059306817563523585,0.0029741602772244808
433,0.12426836282437324,0.19641711229946524,0.07320232780612244,0.152226619972232,0.08238381482146061
